Hex,Emoji,English Name,Myanmar Name,Keywords
1F469-1F3FC-200D-1F527,👩🏼‍🔧,woman mechanic: medium-light skin tone,အမျိုးသမီး စက်ပြင်သူ − အသားနုရောင်,"စက်ပြင်သူ, ပိုက်ဆက်သူ, မီးသမား, အမျိုးသမီး စက်ပြင်သူ, အမျိုးသား, အရောင်းအဝယ်သမား, အသားနုရောင်"
1F469-1F3FD-200D-1F527,👩🏽‍🔧,woman mechanic: medium skin tone,အမျိုးသမီး စက်ပြင်သူ − အသားလတ်ရောင်,"စက်ပြင်သူ, ပိုက်ဆက်သူ, မီးသမား, အမျိုးသမီး စက်ပြင်သူ, အမျိုးသား, အရောင်းအဝယ်သမား, အသားလတ်ရောင်"
1F469-1F3FE-200D-1F527,👩🏾‍🔧,woman mechanic: medium-dark skin tone,အမျိုးသမီး စက်ပြင်သူ − အသားညိုရောင်,"စက်ပြင်သူ, ပိုက်ဆက်သူ, မီးသမား, အမျိုးသမီး စက်ပြင်သူ, အမျိုးသား, အရောင်းအဝယ်သမား, အသားညိုရောင်"
1F469-1F3FF-200D-1F527,👩🏿‍🔧,woman mechanic: dark skin tone,အမျိုးသမီး စက်ပြင်သူ − အသားမည်းရောင်,"စက်ပြင်သူ, ပိုက်ဆက်သူ, မီးသမား, အမျိုးသမီး စက်ပြင်သူ, အမျိုးသား, အရောင်းအဝယ်သမား, အသားမည်းရောင်"
1F9D1-200D-1F3ED,🧑‍🏭,factory worker,စက်ရုံအလုပ်သမား,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမား, တပ်ဆင်ခြင်း, အလုပ်သမား, အလုပ်"
1F9D1-1F3FB-200D-1F3ED,🧑🏻‍🏭,factory worker: light skin tone,စက်ရုံအလုပ်သမား − အသားဖြူရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမား, တပ်ဆင်ခြင်း, အလုပ်သမား, အသားဖြူရောင်"
1F9D1-1F3FC-200D-1F3ED,🧑🏼‍🏭,factory worker: medium-light skin tone,စက်ရုံအလုပ်သမား − အသားနုရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမား, တပ်ဆင်ခြင်း, အလုပ်သမား, အသားနုရောင်"
1F9D1-1F3FD-200D-1F3ED,🧑🏽‍🏭,factory worker: medium skin tone,စက်ရုံအလုပ်သမား − အသားလတ်ရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမား, တပ်ဆင်ခြင်း, အလုပ်သမား, အသားလတ်ရောင်"
1F9D1-1F3FE-200D-1F3ED,🧑🏾‍🏭,factory worker: medium-dark skin tone,စက်ရုံအလုပ်သမား − အသားညိုရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမား, တပ်ဆင်ခြင်း, အလုပ်သမား, အသားညိုရောင်"
1F9D1-1F3FF-200D-1F3ED,🧑🏿‍🏭,factory worker: dark skin tone,စက်ရုံအလုပ်သမား − အသားမည်းရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမား, တပ်ဆင်ခြင်း, အလုပ်သမား, အသားမည်းရောင်"
1F468-200D-1F3ED,👨‍🏭,man factory worker,စက်ရုံလုပ်သား,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံလုပ်သား, တပ်ဆင်ခြင်း, အမျိုးသား, အလုပ်သမား"
1F468-1F3FB-200D-1F3ED,👨🏻‍🏭,man factory worker: light skin tone,စက်ရုံလုပ်သား − အသားဖြူရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံလုပ်သား, တပ်ဆင်ခြင်း, အမျိုးသား, အလုပ်သမား, အသားဖြူရောင်"
1F468-1F3FC-200D-1F3ED,👨🏼‍🏭,man factory worker: medium-light skin tone,စက်ရုံလုပ်သား − အသားနုရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံလုပ်သား, တပ်ဆင်ခြင်း, အမျိုးသား, အလုပ်သမား, အသားနုရောင်"
1F468-1F3FD-200D-1F3ED,👨🏽‍🏭,man factory worker: medium skin tone,စက်ရုံလုပ်သား − အသားလတ်ရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံလုပ်သား, တပ်ဆင်ခြင်း, အမျိုးသား, အလုပ်သမား, အသားလတ်ရောင်"
1F468-1F3FE-200D-1F3ED,👨🏾‍🏭,man factory worker: medium-dark skin tone,စက်ရုံလုပ်သား − အသားညိုရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံလုပ်သား, တပ်ဆင်ခြင်း, အမျိုးသား, အလုပ်သမား, အသားညိုရောင်"
1F468-1F3FF-200D-1F3ED,👨🏿‍🏭,man factory worker: dark skin tone,စက်ရုံလုပ်သား − အသားမည်းရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံလုပ်သား, တပ်ဆင်ခြင်း, အမျိုးသား, အလုပ်သမား, အသားမည်းရောင်"
1F469-200D-1F3ED,👩‍🏭,woman factory worker,စက်ရုံအလုပ်သမ,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမ, တပ်ဆင်ခြင်း, အမျိုးသမီး, အလုပ်သမ"
1F469-1F3FB-200D-1F3ED,👩🏻‍🏭,woman factory worker: light skin tone,စက်ရုံအလုပ်သမ − အသားဖြူရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမ, တပ်ဆင်ခြင်း, အမျိုးသမီး, အလုပ်သမ, အသားဖြူရောင်"
1F469-1F3FC-200D-1F3ED,👩🏼‍🏭,woman factory worker: medium-light skin tone,စက်ရုံအလုပ်သမ − အသားနုရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမ, တပ်ဆင်ခြင်း, အမျိုးသမီး, အလုပ်သမ, အသားနုရောင်"
1F469-1F3FD-200D-1F3ED,👩🏽‍🏭,woman factory worker: medium skin tone,စက်ရုံအလုပ်သမ − အသားလတ်ရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမ, တပ်ဆင်ခြင်း, အမျိုးသမီး, အလုပ်သမ, အသားလတ်ရောင်"
1F469-1F3FE-200D-1F3ED,👩🏾‍🏭,woman factory worker: medium-dark skin tone,စက်ရုံအလုပ်သမ − အသားညိုရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမ, တပ်ဆင်ခြင်း, အမျိုးသမီး, အလုပ်သမ, အသားညိုရောင်"
1F469-1F3FF-200D-1F3ED,👩🏿‍🏭,woman factory worker: dark skin tone,စက်ရုံအလုပ်သမ − အသားမည်းရောင်,"စက်မှုလုပ်ငန်း, စက်ရုံ, စက်ရုံအလုပ်သမ, တပ်ဆင်ခြင်း, အမျိုးသမီး, အလုပ်သမ, အသားမည်းရောင်"
1F9D1-200D-1F4BC,🧑‍💼,office worker,ရုံးဝန်ထမ်း,"ဗိသုကာ ပညာရှင်, မန်နေဂျာ, ရုံးဝန်ထမ်း, လုပ်ငန်း, အလုပ်, ရုံး"
1F9D1-1F3FB-200D-1F4BC,🧑🏻‍💼,office worker: light skin tone,ရုံးဝန်ထမ်း − အသားဖြူရောင်,"ဗိသုကာ ပညာရှင်, မန်နေဂျာ, ရုံးဝန်ထမ်း, လုပ်ငန်း, အသားဖြူရောင်"
1F9D1-1F3FC-200D-1F4BC,🧑🏼‍💼,office worker: medium-light skin tone,ရုံးဝန်ထမ်း − အသားနုရောင်,"ဗိသုကာ ပညာရှင်, မန်နေဂျာ, ရုံးဝန်ထမ်း, လုပ်ငန်း, အသားနုရောင်"
1F9D1-1F3FD-200D-1F4BC,🧑🏽‍💼,office worker: medium skin tone,ရုံးဝန်ထမ်း − အသားလတ်ရောင်,"ဗိသုကာ ပညာရှင်, မန်နေဂျာ, ရုံးဝန်ထမ်း, လုပ်ငန်း, အသားလတ်ရောင်"
1F9D1-1F3FE-200D-1F4BC,🧑🏾‍💼,office worker: medium-dark skin tone,ရုံးဝန်ထမ်း − အသားညိုရောင်,"ဗိသုကာ ပညာရှင်, မန်နေဂျာ, ရုံးဝန်ထမ်း, လုပ်ငန်း, အသားညိုရောင်"
1F9D1-1F3FF-200D-1F4BC,🧑🏿‍💼,office worker: dark skin tone,ရုံးဝန်ထမ်း − အသားမည်းရောင်,"ဗိသုကာ ပညာရှင်, မန်နေဂျာ, ရုံးဝန်ထမ်း, လုပ်ငန်း, အသားမည်းရောင်"
1F468-200D-1F4BC,👨‍💼,man office worker,အမျိုးသား ရုံးဝန်ထမ်း,"ဉာဏလုပ်သား, ဗိသုကာ ပညာရှင်, မန်နေဂျာ, လုပ်ငန်း, အမျိုးသား ရုံးဝန်ထမ်း"
1F468-1F3FB-200D-1F4BC,👨🏻‍💼,man office worker: light skin tone,အမျိုးသား ရုံးဝန်ထမ်း − အသားဖြူရောင်,"ဉာဏလုပ်သား, ဗိသုကာ ပညာရှင်, မန်နေဂျာ, လုပ်ငန်း, အမျိုးသား ရုံးဝန်ထမ်း, အသားဖြူရောင်"
1F468-1F3FC-200D-1F4BC,👨🏼‍💼,man office worker: medium-light skin tone,အမျိုးသား ရုံးဝန်ထမ်း − အသားနုရောင်,"ဉာဏလုပ်သား, ဗိသုကာ ပညာရှင်, မန်နေဂျာ, လုပ်ငန်း, အမျိုးသား ရုံးဝန်ထမ်း, အသားနုရောင်"
1F468-1F3FD-200D-1F4BC,👨🏽‍💼,man office worker: medium skin tone,အမျိုးသား ရုံးဝန်ထမ်း − အသားလတ်ရောင်,"ဉာဏလုပ်သား, ဗိသုကာ ပညာရှင်, မန်နေဂျာ, လုပ်ငန်း, အမျိုးသား ရုံးဝန်ထမ်း, အသားလတ်ရောင်"
1F468-1F3FE-200D-1F4BC,👨🏾‍💼,man office worker: medium-dark skin tone,အမျိုးသား ရုံးဝန်ထမ်း − အသားညိုရောင်,"ဉာဏလုပ်သား, ဗိသုကာ ပညာရှင်, မန်နေဂျာ, လုပ်ငန်း, အမျိုးသား ရုံးဝန်ထမ်း, အသားညိုရောင်"
1F468-1F3FF-200D-1F4BC,👨🏿‍💼,man office worker: dark skin tone,အမျိုးသား ရုံးဝန်ထမ်း − အသားမည်းရောင်,"ဉာဏလုပ်သား, ဗိသုကာ ပညာရှင်, မန်နေဂျာ, လုပ်ငန်း, အမျိုးသား ရုံးဝန်ထမ်း, အသားမည်းရောင်"
1F469-200D-1F4BC,👩‍💼,woman office worker,အမျိုးသမီး ရုံးဝန်ထမ်း,"ဉာဏလုပ်သား, ဗိသုကာ ပညာရှင်, မန်နေဂျာ, လုပ်ငန်း, အမျိုးသမီး ရုံးဝန်ထမ်း"
1F469-1F3FB-200D-1F4BC,👩🏻‍💼,woman office worker: light skin tone,အမျိုးသမီး ရုံးဝန်ထမ်း − အသားဖြူရောင်,"ဉာဏလုပ်သား, ဗိသုကာ ပညာရှင်, မန်နေဂျာ, လုပ်ငန်း, အမျိုးသမီး ရုံးဝန်ထမ်း, အသားဖြူရောင်"
1F469-1F3FC-200D-1F4BC,👩🏼‍💼,woman office worker: medium-light skin tone,အမျိုးသမီး ရုံးဝန်ထမ်း − အသားနုရောင်,"ဉာဏလုပ်သား, ဗိသုကာ ပညာရှင်, မန်နေဂျာ, လုပ်ငန်း, အမျိုးသမီး ရုံးဝန်ထမ်း, အသားနုရောင်"
1F469-1F3FD-200D-1F4BC,👩🏽‍💼,woman office worker: medium skin tone,အမျိုးသမီး ရုံးဝန်ထမ်း − အသားလတ်ရောင်,"ဉာဏလုပ်သား, ဗိသုကာ ပညာရှင်, မန်နေဂျာ, လုပ်ငန်း, အမျိုးသမီး ရုံးဝန်ထမ်း, အသားလတ်ရောင်"
